0.000000 3.520184	3.504085	3.230709
100.000000 0.025297	0.023233	0.430582
200.000000 0.013112	0.013325	0.353305
300.000000 0.009627	0.009849	0.311310
400.000000 0.007940	0.008298	0.321788
500.000000 0.006857	0.007181	0.335374
600.000000 0.006180	0.006596	0.346405
700.000000 0.005438	0.005586	0.386872
800.000000 0.004851	0.004965	0.376008
900.000000 0.004230	0.004285	0.388883
1000.000000 0.003807	0.003764	0.386020
1100.000000 0.003507	0.003393	0.387571
1200.000000 0.003304	0.003269	0.389727
1300.000000 0.003101	0.003217	0.389660
1400.000000 0.002950	0.003176	0.395422
1500.000000 0.002851	0.003033	0.397341
1600.000000 0.002737	0.002973	0.395839
1700.000000 0.002635	0.002980	0.390582
1800.000000 0.002522	0.002828	0.388163
1900.000000 0.002453	0.002776	0.379963
2000.000000 0.002371	0.002783	0.364498
2100.000000 0.002315	0.002726	0.355014
2200.000000 0.002272	0.002706	0.347367
2300.000000 0.002227	0.002606	0.337478
2400.000000 0.002187	0.002486	0.332991
2500.000000 0.002151	0.002435	0.328515
2600.000000 0.002121	0.002396	0.324501
2700.000000 0.002120	0.002398	0.324476
2800.000000 0.002120	0.002398	0.324485
2900.000000 0.002120	0.002399	0.324490
3000.000000 0.002120	0.002398	0.324493
3100.000000 0.002120	0.002398	0.324496
3200.000000 0.002120	0.002399	0.324495
3300.000000 0.002120	0.002399	0.324502
