  0.000000   3.607843   3.434744   3.682560   1.104360   4.830728 
  5.000000   0.207008   0.145199   0.091913   0.147578   1.362137 
 10.000000   0.108789   0.074487   0.048642   0.079308   0.863618 
 15.000000   0.088770   0.059650   0.038165   0.065756   0.355231 
 20.000000   0.073365   0.047581   0.029225   0.055856   0.314482 
 25.000000   0.061172   0.040538   0.023607   0.045822   0.293360 
 30.000000   0.055956   0.035802   0.019413   0.043014   0.246340 
 35.000000   0.052182   0.033097   0.017601   0.040352   0.254198 
 40.000000   0.047808   0.029403   0.016393   0.037706   0.249215 
 45.000000   0.044096   0.026528   0.014184   0.035231   0.206610 
 50.000000   0.041738   0.025008   0.013516   0.033423   0.261127 
 55.000000   0.038782   0.022881   0.012802   0.031320   0.230818 
 60.000000   0.036848   0.021409   0.011375   0.029997   0.241764 
 65.000000   0.034738   0.020024   0.011131   0.028393   0.246713 
 70.000000   0.033324   0.019051   0.010435   0.027348   0.233272 
 75.000000   0.032051   0.018255   0.009494   0.026350   0.218765 
 80.000000   0.031055   0.017641   0.009363   0.025564   0.185755 
 85.000000   0.029857   0.017236   0.009217   0.024385   0.183369 
 90.000000   0.028674   0.016129   0.008705   0.023712   0.181186 
 95.000000   0.027959   0.015923   0.008594   0.022987   0.175673 
100.000000   0.027534   0.015617   0.008428   0.022682   0.178262 
105.000000   0.026848   0.015234   0.008169   0.022113   0.182365 
110.000000   0.025892   0.014619   0.008082   0.021375   0.162170 
115.000000   0.025112   0.014256   0.007643   0.020678   0.154387 
120.000000   0.024564   0.013618   0.006994   0.020448   0.161673 
125.000000   0.024157   0.013267   0.006369   0.020193   0.164195 
130.000000   0.023417   0.012591   0.006022   0.019749   0.161486 
135.000000   0.023437   0.012754   0.006707   0.019668   0.159652 
140.000000   0.023164   0.012537   0.006516   0.019483   0.158367 
145.000000   0.022951   0.012100   0.005703   0.019507   0.158267 
150.000000   0.022480   0.011830   0.005659   0.019120   0.160702 
155.000000   0.021832   0.011509   0.005629   0.018557   0.159138 
160.000000   0.021605   0.011155   0.005315   0.018507   0.156564 
165.000000   0.021416   0.011038   0.005362   0.018356   0.158493 
170.000000   0.021202   0.010925   0.005156   0.018175   0.165297 
175.000000   0.021054   0.010828   0.004849   0.018061   0.163408 
180.000000   0.020685   0.010760   0.005447   0.017670   0.167741 
185.000000   0.020402   0.010554   0.005280   0.017464   0.166171 
190.000000   0.020288   0.010626   0.005615   0.017286   0.164481 
195.000000   0.020298   0.010544   0.005393   0.017349   0.167001 
200.000000   0.020239   0.010351   0.004986   0.017395   0.163919 
205.000000   0.019957   0.010287   0.005081   0.017105   0.164531 
