0.000000 3.474933	3.492054	3.513341
100.000000 0.008639	0.007988	0.216100
200.000000 0.004414	0.004673	0.183688
300.000000 0.003246	0.004648	0.201664
400.000000 0.002458	0.003311	0.227934
500.000000 0.002090	0.002464	0.239750
600.000000 0.001900	0.002315	0.234535
700.000000 0.001753	0.002159	0.211755
800.000000 0.001631	0.002044	0.200692
900.000000 0.001532	0.001820	0.194454
1000.000000 0.001473	0.001652	0.192170
1100.000000 0.001441	0.001632	0.197422
1200.000000 0.001419	0.001626	0.202368
1300.000000 0.001404	0.001629	0.204259
1400.000000 0.001385	0.001582	0.208532
1500.000000 0.001371	0.001573	0.211559
1600.000000 0.001356	0.001534	0.215516
1700.000000 0.001343	0.001510	0.217555
1800.000000 0.001331	0.001475	0.219822
1900.000000 0.001317	0.001448	0.220551
2000.000000 0.001304	0.001412	0.221432
2100.000000 0.001296	0.001408	0.220729
2200.000000 0.001287	0.001408	0.221864
2300.000000 0.001280	0.001399	0.222832
2400.000000 0.001272	0.001387	0.224314
