0.000000 3.511985	3.532794	3.384661
100.000000 0.016531	0.016280	0.568171
200.000000 0.007973	0.007618	0.366446
300.000000 0.005952	0.005253	0.353515
400.000000 0.004768	0.004543	0.342684
500.000000 0.004064	0.004436	0.321098
600.000000 0.003641	0.004401	0.305920
700.000000 0.003376	0.004350	0.296896
800.000000 0.003090	0.003769	0.304748
900.000000 0.002883	0.003328	0.311211
1000.000000 0.002697	0.002883	0.313045
1100.000000 0.002557	0.002773	0.311606
1200.000000 0.002442	0.002636	0.312543
1300.000000 0.002346	0.002556	0.313847
1400.000000 0.002278	0.002417	0.312821
1500.000000 0.002185	0.002322	0.315156
1600.000000 0.002117	0.002273	0.315101
1700.000000 0.002083	0.002206	0.314242
1800.000000 0.002039	0.002153	0.311481
1900.000000 0.002005	0.002073	0.309710
2000.000000 0.001955	0.001989	0.307884
2100.000000 0.001941	0.001968	0.306845
2200.000000 0.001941	0.001970	0.306868
