 10.467320  -0.645248  -3.226814 
 14.954420  -3.933680  -3.219256 
 15.520300  -4.102822  -3.219078 
 16.100270  -4.243830  -3.219023 
 16.694520  -4.359153  -3.219061 
 17.303210  -4.451085  -3.219161 
 17.926520  -4.521765  -3.219292 
 18.564620  -4.573187  -3.219420 
 19.217690  -4.607207  -3.219515 
 19.885890  -4.625545  -3.219551 
 20.569410  -4.629793  -3.219514 
 10.914120  -1.211650  -3.225701 
 21.268420  -4.621429  -3.219401 
 21.983080  -4.601824  -3.219218 
 22.713580  -4.572243  -3.218978 
 23.460080  -4.533861  -3.218697 
 24.222760  -4.487759  -3.218391 
 25.001800  -4.434937  -3.218068 
 25.797360  -4.376314  -3.217733 
 26.609620  -4.312729  -3.217386 
 27.438760  -4.244966  -3.217025 
 28.284940  -4.173726  -3.216648 
 11.373460  -1.717802  -3.224602 
 29.148350  -4.099613  -3.216253 
 30.029150  -4.023180  -3.215839 
 30.927510  -3.944915  -3.215406 
 31.843620  -3.865254  -3.214953 
 32.777640  -3.784572  -3.214484 
 33.729750  -3.703197  -3.213998 
 34.700120  -3.621417  -3.213497 
 35.688920  -3.539509  -3.212984 
 36.696340  -3.457644  -3.212458 
 37.722530  -3.376031  -3.211923 
 11.845510  -2.168520  -3.223536 
 38.767680  -3.294831  -3.211380 
 39.831960  -3.214178  -3.210830 
 40.915540  -3.134187  -3.210276 
 42.018600  -3.054945  -3.209719 
 43.141300  -2.976527  -3.209161 
 44.283830  -2.899004  -3.208605 
 45.446350  -2.822429  -3.208051 
 46.629050  -2.746844  -3.207503 
 47.832080  -2.672281  -3.206962 
 49.055640  -2.598767  -3.206431 
 12.330440  -2.568195  -3.222524 
 50.299880  -2.526306  -3.205911 
 50.299880  -2.526306  -3.205911 
 12.828420  -2.920959  -3.221591 
 13.339640  -3.230541  -3.220769 
 15.151000  -3.996278  -3.219177 
 17.329570  -4.454528  -3.219166 
 15.901310  -4.198847  -3.219029 
 21.115790  -4.624239  -3.219432 
 17.379260  -4.460907  -3.219176 
 17.293000  -4.449740  -3.219159 
 23.115220  -4.552511  -3.218830 
 26.215710  -4.343969  -3.217555 
 23.038820  -4.556436  -3.218859 
 13.864270  -3.500422  -3.220093 
 25.686980  -4.384686  -3.217779 
 24.268920  -4.484778  -3.218372 
 17.444240  -4.469022  -3.219189 
 26.986500  -4.282230  -3.217223 
 23.321290  -4.541546  -3.218751 
 26.823530  -4.295486  -3.217293 
 20.719570  -4.629002  -3.219496 
 18.990440  -4.597316  -3.219488 
 17.775000  -4.506570  -3.219259 
 16.667910  -4.354559  -3.219058 
 14.402470  -3.733809  -3.219588 
 23.761590  -4.516385  -3.218578 
 18.087530  -4.536605  -3.219326 
 19.836780  -4.624704  -3.219551 
 20.037830  -4.627668  -3.219550 
 20.240230  -4.629420  -3.219542 
 20.443990  -4.630000  -3.219527 
 20.649110  -4.629445  -3.219505 
 20.855600  -4.627793  -3.219477 
 21.063460  -4.625081  -3.219442 
 21.272700  -4.621344  -3.219400 
 21.483320  -4.616616  -3.219352 
 21.695330  -4.610932  -3.219299 
 18.276600  -4.552385  -3.219365 
 21.908720  -4.604325  -3.219239 
 22.123510  -4.596829  -3.219175 
 22.339700  -4.588474  -3.219106 
 22.557290  -4.579291  -3.219033 
 22.776290  -4.569313  -3.218955 
 22.996710  -4.558566  -3.218874 
 20.138860  -4.628693  -3.219546 
 20.161360  -4.628881  -3.219545 
 20.183870  -4.629053  -3.219544 
 20.206400  -4.629210  -3.219543 
 18.466980  -4.566559  -3.219402 
 20.228950  -4.629354  -3.219542 
 20.251510  -4.629483  -3.219541 
 20.274100  -4.629598  -3.219540 
 20.296690  -4.629697  -3.219538 
 20.319310  -4.629783  -3.219537 
 20.341940  -4.629854  -3.219535 
 20.364590  -4.629911  -3.219533 
 20.387250  -4.629954  -3.219532 
 20.409940  -4.629983  -3.219530 
 20.432630  -4.629998  -3.219528 
 18.658680  -4.579175  -3.219437 
 20.455350  -4.629999  -3.219526 
 20.478080  -4.629985  -3.219524 
 20.500830  -4.629958  -3.219522 
 20.523600  -4.629917  -3.219519 
 20.546380  -4.629862  -3.219517 
 20.569180  -4.629793  -3.219514 
 20.592000  -4.629711  -3.219512 
 20.614830  -4.629614  -3.219509 
