GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9155531440 0.0000000000 0.0000000000 
0.0000000000 10.9155531440 0.0000000000 
0.0000000000 0.0000000000 10.9155531440 
64
carestian or direct (scaled), only the first letter matters
6.8228613722 4.1003735607 9.5623434510	0.09122920 -0.06858092 -0.07116474
9.5678300760 1.3667590791 9.5670370672	0.01972869 -0.04096267 -0.11588155
5.4585907034 5.4568350345 -0.0057589051	0.03506981 0.11531430 0.12465165
8.1855251412 8.1915353096 0.0034520397	0.13202807 -0.02052000 -0.07066268
5.4634641762 8.1918424873 2.7348663454	-0.06003159 0.08320796 -0.05228764
8.1969807620 5.4713278933 2.7252850990	0.11289901 -0.10989529 0.11979946
6.8318771595 6.8256962101 1.3740042658	-0.14663393 0.00420755 -0.13133834
9.5600416111 9.5653398644 1.3584588964	-0.03891448 -0.06940238 0.06668484
6.8265699395 9.5682661902 4.0920247422	0.05216917 -0.11997590 0.04925193
9.5694335772 6.8366809702 4.1031435421	-0.02434902 -0.05911263 -0.07068031
5.4700621310 5.4596785522 5.4623178056	-0.03033140 -0.01965260 0.02960666
8.2005224212 8.2020970842 5.4668449609	-0.06058328 0.00823167 -0.13194605
5.4626787080 8.2035283443 8.1974487410	0.04385402 -0.13452444 -0.01970240
8.1906230545 5.4633075675 8.1916090308	0.00368885 -0.00041884 0.01648680
6.8359676795 6.8329887878 6.8212277008	-0.09112858 0.02443828 0.08960294
9.5595220699 9.5640542459 6.8250587925	0.07739703 -0.05127503 0.12440010
6.8284905572 9.5661894668 9.5623920351	0.00993357 -0.09465836 0.00696845
9.5640846050 6.8219610669 9.5537565994	-0.09774397 0.07927182 0.07438732
-347.15946200
GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9261591348 0.0000000000 0.0000000000 
0.0000000000 10.9261591348 0.0000000000 
0.0000000000 0.0000000000 10.9261591348 
64
carestian or direct (scaled), only the first letter matters
0.0036335189 -0.0096463880 0.0109526554	-0.01572900 -0.10781394 -0.21127801
2.7215260022 2.7521672556 0.0153123752	0.16940234 -0.31452636 -0.20279709
0.0142472786 2.7486646863 2.7284978855	-0.24008978 -0.33749632 -0.12372406
2.7173593469 0.0149104352 2.7338528291	0.12910647 -0.27996858 -0.08194036
1.3604921640 1.3555631994 1.3564873291	0.01932773 0.23621765 0.09275180
4.1126232237 4.0768930509 1.3691771033	-0.08958221 0.37189109 0.02590142
1.3541584338 4.0824939746 4.0843593264	0.30374332 0.23925694 0.23700543
4.0795472737 1.3645544793 4.0960230868	0.43228208 -0.06720004 -0.07890901
0.0061203305 -0.0030729037 5.4616789822	-0.18196234 0.24947338 0.10799791
2.7366739249 2.7118355538 5.4422771674	-0.10025060 0.34048088 0.25671863
0.0173497783 2.7265667272 8.2084123444	-0.18234935 0.12795150 -0.02308950
2.7092655567 0.0183861173 8.2137047859	0.19614002 -0.34795750 -0.30400485
1.3680179286 1.3862594488 6.8338968606	0.00645021 -0.21755098 -0.14034705
4.1006218740 4.0906907883 6.8297483581	-0.05548589 -0.02631519 -0.00875701
1.3576498269 4.1158070796 9.5804774354	-0.02568800 -0.13590933 -0.09275856
4.0988665935 1.3514856947 9.5537762111	-0.15399975 0.28591406 0.24313365
-0.0192486175 5.4787910994 -0.0150302848	0.22245747 0.11839557 0.35630901
2.7412457964 8.1850084441 0.0201208129	0.01749893 0.18404478 -0.14111417
0.0215775551 8.1992371320 2.7236452622	-0.45305956 -0.18967841 0.29938997
2.7481701633 5.4600625313 2.7474693572	-0.17839235 -0.13288690 -0.27324710
1.3707782569 6.8453502719 1.3755379828	0.05160723 -0.39199127 -0.07756513
4.1163017182 9.5769899588 1.3550149347	-0.33387088 0.05237180 0.13517218
1.3437983650 9.5684494642 4.0989063554	0.33749389 -0.05700092 -0.01101884
4.1056138467 6.8174817564 4.0890283625	-0.09278355 0.23551619 0.14976161
0.0182048667 5.4744849357 5.4610450229	-0.29423273 -0.33807274 0.07071712
2.7185544053 8.1867427353 5.4639338332	0.21533536 0.11775963 -0.11079229
-0.0049871690 8.1778787926 8.2084417733	-0.00341664 0.03241515 -0.11926773
2.7097981884 5.4549938047 8.2000733069	0.25076260 0.06115379 -0.08676013
1.3610384627 6.8301890065 6.8255967919	0.04558993 -0.00986502 0.16396437
4.1092620293 9.5459028654 6.8385974153	-0.29612836 0.34914028 -0.03141254
1.3664896752 9.5379757369 9.5590288768	0.03074487 0.12119956 0.19110112
4.0910001841 6.8171468016 9.5782063308	-0.05893345 0.05103337 -0.19044727
5.4675129955 0.0081477985 -0.0026457169	0.10593088 0.01869514 -0.03909596
8.2084437888 2.7479138979 0.0001435400	-0.03105989 -0.08556567 -0.03312906
5.4767932832 2.7480997692 2.7363767457	-0.14308877 -0.23833234 0.21581287
8.1950723233 -0.0185086086 2.7208427722	-0.12663081 0.20404789 0.01509437
6.8170032214 1.3849672188 1.3713376370	0.27882233 -0.15464506 -0.10548438
9.5780946817 4.1191824281 1.3798439090	-0.16850563 -0.08053663 -0.11395987
6.8459875161 4.0844871898 4.1163896985	-0.13675610 0.17928065 -0.05789360
9.5472328752 1.3703071924 4.0819556997	0.16669282 -0.03869802 0.11397184
5.4821286660 0.0187641514 5.4841428390	-0.17066144 -0.25326592 -0.27322644
8.2001627457 2.7371224932 5.4785592490	0.13448664 -0.08297541 -0.24957205
5.4756032881 2.7186872365 8.2085028619	-0.17575580 0.04230512 -0.26296438
8.2054239933 0.0133849569 8.1958679685	-0.14913388 -0.28853738 -0.14613341
6.8502476327 1.3879820387 6.8159828249	-0.08974562 -0.16778309 0.32497664
9.5519837548 4.0829391818 6.8369521164	0.39009370 0.25566468 0.04741192
6.8127131511 4.1004322770 9.5473539912	0.26179432 0.03710379 0.23963457
9.5741495619 1.3448578447 9.5513283600	-0.02082561 0.25721702 0.27181574
5.4652574708 5.4697158799 -0.0000784948	-0.09042303 -0.25609946 -0.00768419
8.1990722122 8.2100407536 0.0030945561	-0.21950468 -0.13016320 0.12468107
5.4469646951 8.2049229617 2.7194441568	0.13989887 -0.11326417 0.11357226
8.1958800510 5.4606938947 2.7534616363	-0.14752962 0.00446925 -0.21708658
6.8094362567 6.8210485274 1.3640957214	0.31591588 0.15387713 0.11866707
9.5707097795 9.5556346756 1.3709912335	0.00151681 0.01323867 -0.02491708
6.8362783112 9.5443149862 4.0938198702	-0.19052735 0.24590040 0.02785159
9.5391078831 6.8129750262 4.1180436444	0.39547618 0.30431791 -0.23185174
5.4665847596 5.4676408296 5.4568980513	0.15980145 0.01932348 0.25309903
8.1970629163 8.2052379197 5.4580636099	0.04150783 -0.06517903 0.16576253
5.4526075510 8.2005083318 8.2102733659	0.02269914 -0.28908199 -0.04576927
8.2112948622 5.4618698908 8.2115937423	-0.22217751 0.02096949 -0.17998680
6.8474194117 6.8506224090 6.8430042148	-0.16269528 -0.20831972 -0.04772443
9.5748518846 9.5491402340 6.8317540040	-0.08844156 0.15375284 0.02248703
6.8180087296 9.5480072649 9.5533945430	0.19742365 0.31822739 0.07765757
9.5441984950 6.8380100921 9.5770543140	0.04941409 0.00407412 -0.11671037
-347.00887200
GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9266010511 0.0000000000 0.0000000000 
0.0000000000 10.9266010511 0.0000000000 
0.0000000000 0.0000000000 10.9266010511 
64
carestian or direct (scaled), only the first letter matters
0.0145980331 0.0141569696 0.0102656647	-0.21071727 -0.11915428 0.11042901
2.7007784353 2.7307901457 0.0189087019	0.43343375 0.01423221 -0.08227252
-0.0160552620 2.7083962600 2.7061877367	-0.30306537 0.60702031 0.31708353
2.7311389256 0.0285141583 2.7627087096	-0.04383883 -0.39770072 -0.41765954
1.3504131703 1.3998441801 1.3834610043	0.24492368 -0.53940189 -0.10901161
4.1051971270 4.0972538827 1.3435518797	-0.17617099 -0.05452803 0.54486552
1.3352034747 4.1205274023 4.0902857936	0.11456478 -0.43124989 -0.20864485
4.0960989338 1.3572265539 4.0929905145	0.15898941 0.25535114 0.38636592
0.0085869464 0.0170360550 5.4975362109	-0.26508506 -0.42919425 -0.80529672
2.7176515684 2.7567034010 5.4446326031	0.16747611 -0.06256598 0.00439472
-0.0300449529 2.7479432278 8.1939960744	0.59048572 -0.28503711 -0.13559829
2.7619385665 0.0329839299 8.1628107261	-0.41729631 -0.53324821 0.46839041
1.3719477411 1.3475888956 6.7961231009	0.00940109 0.67486872 0.45959234
4.0825079030 4.1332192623 6.8430295025	0.07473128 -0.26700439 -0.38790524
1.3855929222 4.0801602444 9.5659499629	-0.22603499 0.02539974 -0.31624892
4.0806459034 1.3893610972 9.5624185359	0.20272230 -0.09479240 0.12318747
0.0333591449 5.4405659236 -0.0150057505	-0.21259631 0.18528608 0.24625050
2.7396453448 8.2225810502 -0.0303823701	0.13906548 -0.05230106 0.50116440
0.0344276710 8.1895020515 2.7256507336	-0.37392868 0.17162095 -0.08875136
2.6965607631 5.4924085617 2.7496710110	0.51687704 -0.15595923 -0.31370492
1.3863246734 6.8640947426 1.3389958839	-0.08932592 -0.30348022 -0.03997722
4.1173850362 9.5398845652 1.3944779501	-0.50017997 0.49047882 -0.38359823
1.3876153215 9.5327870229 4.1006831181	-0.37636204 0.54763916 0.07514728
4.1216546640 6.8335541640 4.1044601035	-0.49441680 -0.02627822 -0.07332686
0.0216473165 5.4284179660 5.4919808358	-0.34180977 0.60253350 -0.42469403
2.7016425677 8.1752849542 5.4509363033	0.61089543 -0.00756652 0.36937995
0.0058259256 8.2048505277 8.2072545140	-0.27643840 -0.16774514 -0.35079689
2.7004470701 5.4656256703 8.1667078845	0.43614459 0.07136821 0.71356647
1.3698420863 6.8027402244 6.8348488991	-0.31178159 0.46070178 -0.07970738
4.1157687087 9.5441771644 6.8464350745	-0.40062854 -0.06683829 -0.29277746
1.3388805204 9.5337334617 9.5890226367	0.44963355 0.75646999 -0.55253403
4.0884690359 6.8343264025 9.5927070846	0.15423661 -0.27377908 -0.54654770
5.4684935983 -0.0287969563 -0.0128584833	-0.24641023 0.12579829 -0.01691394
8.2012795580 2.7391744051 -0.0182159109	-0.44532569 -0.42137220 -0.05497804
5.4911563425 2.6956171292 2.7332715212	-0.46406188 0.43447023 0.00697160
8.2281134092 0.0313888319 2.7242856024	-0.81600109 -0.46157084 0.09976783
6.7949704666 1.3413753986 1.3758218702	0.62719702 0.10915533 -0.47209839
9.5272783555 4.0910754560 1.3297580487	0.49854432 0.08737724 0.19786099
6.8569666817 4.0828194922 4.0866248961	-0.41422439 0.07100797 0.09312750
9.5392386312 1.3560993746 4.0696346683	0.47311256 0.26331676 0.60974777
5.4567379584 -0.0228743740 5.4760056520	-0.16892873 0.14803610 -0.14419315
8.1870806913 2.7354846867 5.4601380056	0.25454330 -0.13312607 0.12031750
5.4540776844 2.7550754314 8.1817905036	0.01188225 -0.15875967 0.02992799
8.2039451687 0.0108222570 8.2237110130	-0.16750624 -0.07640636 -0.46770938
6.8110885780 1.3495373800 6.8144601313	0.16026137 0.19922846 0.27136578
9.5832554431 4.1113331620 6.8239388430	-0.64438133 -0.10607475 0.17645344
6.8280244039 4.1112156047 9.5407346785	0.18976734 -0.23988836 -0.04327648
9.5792451830 1.3600332280 9.5436134176	-0.07354522 0.14312832 0.33377394
5.4818804372 5.4338773045 -0.0120189778	-0.09480662 0.47148725 0.22438920
8.1715211203 8.2169427950 0.0036143467	0.39734469 -0.33457976 0.02796923
5.4365979255 8.1808796129 2.7179817990	0.51372138 0.04977801 0.38658490
8.1740317232 5.4416893483 2.7093102347	0.47361279 0.22607073 0.28594648
6.8384203650 6.8259572982 1.3970447990	-0.28186866 0.02333968 -0.51981341
9.5457433513 9.5809688764 1.3914157225	0.33788189 -0.22159862 -0.29840276
6.8071978963 9.5745596170 4.1045012869	0.52633010 -0.32489445 -0.16345166
9.5713307872 6.8368814843 4.0835219527	0.09497047 -0.44152079 0.15087990
5.4627353462 5.4723556035 5.4458146595	0.13966674 -0.31970911 0.06402196
8.2216618862 8.1677611373 5.4977037029	-0.50799866 0.23006005 -0.61799502
5.4732232774 8.1759672784 8.1720296944	-0.22512635 0.00319866 0.43235351
8.1873418727 5.4931242640 8.2041426399	0.11424350 -0.26670925 -0.26803454
6.8095351986 6.8256387401 6.8251825746	0.29709994 -0.12582243 -0.07971766
9.5348028617 9.5718449887 6.8059487170	0.38274585 0.02579591 0.56365954
6.8306233064 9.5517287482 9.5327971361	-0.06985442 0.00260472 0.10420899
9.5821855169 6.8041461372 9.5586313046	-0.15678997 0.42303327 0.25649264
-346.63652200
GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9270429674 0.0000000000 0.0000000000 
0.0000000000 10.9270429674 0.0000000000 
0.0000000000 0.0000000000 10.9270429674 
64
carestian or direct (scaled), only the first letter matters
0.0046348838 0.0115418922 -0.0103783633	-0.14332882 -0.20450334 0.00190392
2.7220625164 2.7413327649 -0.0033700563	0.02132256 -0.06714985 0.09379801
0.0035174698 2.7232249634 2.7280884567	-0.10869789 0.09646060 0.00711345
2.7463713586 0.0041377974 2.7244744366	-0.21969004 -0.17669632 -0.00827248
1.3570803372 1.3523753591 1.3579162498	0.17935370 0.16741028 0.08502025
4.0986108131 4.1087249159 1.3595977098	-0.07260228 -0.16361291 0.09726335
1.3611163955 4.0979325545 4.0998853039	0.10757668 -0.06600534 -0.08296623
4.0897518796 1.3583762360 4.0959532042	0.27753927 0.11604002 -0.07922348
0.0069399954 0.0036497573 5.4630711488	-0.02462047 0.00155457 -0.01729317
2.7400515537 2.7250361957 5.4552698657	-0.11763514 0.09323016 0.08694063
-0.0046775030 2.7409843363 8.2062658668	0.07796413 -0.21081839 -0.12462092
2.7327180361 0.0116825557 8.1968520426	-0.02337170 -0.09550406 0.06660661
1.3716092590 1.3745279574 6.8322512642	-0.09477049 0.01520647 -0.01326205
4.0907923459 4.0838467363 6.8438390724	0.14657779 0.16017616 -0.25025986
1.3589389265 4.0922862492 9.5534075139	0.01813310 0.27747099 0.09155250
4.0947882353 1.3713078463 9.5712807067	0.07412083 0.06454499 -0.12186921
-0.0118519538 5.4760195791 -0.0024720810	0.09570838 -0.14918785 -0.03267608
2.7322082665 8.1824544830 -0.0133765125	-0.08677273 0.08801926 0.26597309
-0.0117356163 8.2082085651 2.7255223880	0.13113837 -0.16841791 -0.01300107
2.7408965924 5.4653703477 2.7367051641	-0.14540775 -0.06693264 -0.01354946
1.3625740304 6.8234932498 1.3728129287	0.00546265 0.11593307 -0.03967767
4.0986888316 9.5500704669 1.3650893997	0.10694729 0.09153086 -0.15298747
1.3668845190 9.5494963169 4.0898720699	0.11241572 0.13022139 0.06315737
4.1015883903 6.8187661695 4.1007377077	0.06397046 0.12115445 -0.06221386
-0.0120247957 5.4541100728 5.4556578375	0.22907722 0.13209953 0.25136183
2.7452645434 8.1811308231 5.4678596595	-0.13326726 0.15617151 -0.09325264
0.0111118233 8.2050630402 8.1952567280	-0.20301486 -0.03545574 0.07131483
2.7279080547 5.4678528937 8.1815875395	-0.00870105 -0.11303464 0.21719842
1.3726782331 6.8422249241 6.8397113025	-0.17477141 -0.18923036 -0.24480632
4.0902684386 9.5684043948 6.8268499144	0.06871642 -0.07323013 0.05497571
1.3691904347 9.5587426428 9.5678636717	0.05113729 0.09951265 -0.09799060
4.0873832371 6.8182645204 9.5753352268	0.15871080 0.02953247 -0.29273320
5.4767200571 0.0122205332 -0.0099409078	-0.18356761 -0.20611230 0.11813166
8.2036431899 2.7305002954 0.0078769351	-0.05394606 -0.04429334 -0.14561877
5.4726603638 2.7415348938 2.7233779438	-0.14419304 -0.23469246 -0.01516060
8.1980087643 0.0035007290 2.7354343154	0.06099453 -0.08231260 0.03105324
6.8423096811 1.3521764162 1.3600534979	-0.08180954 0.20369603 0.09711862
9.5566522987 4.0997003943 1.3572127975	0.08004484 0.04341133 0.19534023
6.8158835144 4.0873930368 4.1082472640	0.16814438 0.18862936 -0.14267719
9.5478550435 1.3806418038 4.1123494493	0.24697091 -0.20772763 -0.22030466
5.4667869376 -0.0086213593 5.4627915453	-0.22447709 0.12733226 0.01703752
8.1891683331 2.7243482159 5.4525884155	-0.04145696 0.15689857 0.29838682
5.4735370889 2.7262114592 8.1868940658	-0.06190430 0.06372646 0.24830463
8.1960606411 0.0036592606 8.1814818879	-0.06436738 -0.00989292 0.04000639
6.8185384238 1.3593748310 6.8190199898	0.14145091 0.04214645 0.00647232
9.5693095589 4.0872106834 6.8381161900	-0.22545367 0.06828152 -0.15185463
6.8319198323 4.1064831541 9.5752557764	0.02825345 -0.10243508 -0.18735211
9.5560432197 1.3606046643 9.5471985969	-0.00562630 0.10947407 0.10304549
5.4556146454 5.4598658855 0.0054011567	0.10888797 0.12993747 -0.00358232
8.1806602905 8.2039459759 -0.0132466746	0.06851207 -0.06853816 0.07739197
5.4684922419 8.1891026417 2.7301498595	-0.09472782 0.16215287 0.18358469
8.1933246507 5.4705425648 2.7410521367	-0.05421845 -0.09343925 -0.06107457
6.8192907832 6.8426994050 1.3689485770	0.15307677 -0.17880393 -0.07584026
9.5589925347 9.5577059408 1.3542840723	-0.05596030 0.14891268 -0.01489409
6.8241681775 9.5757690138 4.1117260359	0.04631295 -0.17289420 -0.28497168
9.5758946891 6.8277185370 4.0988306013	-0.26755031 0.17152755 0.01053861
5.4667457059 5.4683954482 5.4593925698	-0.10211685 -0.20095196 0.22619205
8.1828569783 8.2090209600 5.4650489148	0.22587508 -0.16385092 -0.00433240
5.4605946425 8.1920466758 8.1889261829	-0.04272774 -0.04125098 0.09566223
8.1930232443 5.4736584812 8.1831601338	0.07034183 -0.25254831 0.16213948
6.8398893951 6.8196972703 6.8304018376	-0.18398001 0.20563710 -0.11093824
9.5609833132 9.5700117418 6.8305321538	0.08233838 -0.08000736 -0.07702612
6.8312244822 9.5704279397 9.5510475015	-0.07653227 -0.02188515 -0.08727965
9.5483953180 6.8286371767 9.5551394805	0.11419084 0.16338288 -0.04102288
-347.10821200
GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9274848836 0.0000000000 0.0000000000 
0.0000000000 10.9274848836 0.0000000000 
0.0000000000 0.0000000000 10.9274848836 
64
carestian or direct (scaled), only the first letter matters
-0.0118396732 0.0034385088 0.0052691695	0.28396415 -0.04397427 -0.07433546
2.7333445161 2.7266269008 0.0152863285	-0.07562182 0.14549042 -0.33516853
0.0085460471 2.7303801128 2.7493467862	-0.29441738 0.08326949 -0.21139151
2.7235260422 0.0056260617 2.7148570379	0.20065879 -0.13702465 0.29068927
1.3672287404 1.3793363904 1.3843722778	-0.14498156 -0.13322839 -0.22395304
4.0842077292 4.1114330432 1.3606417650	0.19681752 -0.18061485 0.14287529
1.3591976479 4.0949906064 4.0890274109	0.17308974 0.14076766 0.15435395
4.1058358501 1.3682648272 4.1151857621	-0.14093448 0.00772758 -0.40229984
0.0064342463 0.0005092804 5.4490010603	-0.23631325 -0.00502083 0.25947009
2.7352978395 2.7248797729 5.4585221620	-0.12039529 0.12114754 0.14668909
-0.0147395564 2.7450666737 8.1873829125	0.06625661 -0.09321792 0.23388331
2.7190824109 0.0168370892 8.2003688283	0.15554608 0.05518621 -0.00567622
1.3555504749 1.3798652573 6.8436262463	0.00319058 -0.05420335 -0.25404518
4.0930336524 4.0825125214 6.8472412209	0.05993619 0.12215934 -0.19075832
1.3500925388 4.1169869195 9.5605979946	0.25391255 -0.31769832 0.05580411
4.1153173089 1.3773278722 9.5498326578	-0.19396091 -0.02394317 0.18770442
0.0104084092 5.4562108376 0.0120890465	-0.15605141 0.19989468 -0.09167418
2.7281690558 8.1754760637 0.0135210552	0.10167590 0.38168438 -0.28945436
0.0015614140 8.1782345114 2.7342847870	-0.03958156 0.20870871 -0.06471837
2.7325271433 5.4734030118 2.7271496186	-0.11742623 -0.15020068 0.01350865
1.3753967199 6.8350909749 1.3631287631	-0.17263350 -0.14383774 0.10243920
4.1066682800 9.5595750108 1.3573885437	-0.12937596 -0.06465453 0.18399981
1.3571502841 9.5561391860 4.0977973690	0.16545524 -0.01865893 -0.07060238
4.0882557678 6.8265755438 4.0796352334	0.16498217 0.07018123 0.35073232
-0.0081388804 5.4805144985 5.4446731418	0.12489563 -0.30942752 0.20605526
2.7139205327 8.1809166284 5.4757912669	0.21846951 0.18546022 -0.10965897
-0.0053425146 8.2070742323 8.1999775146	0.04201898 -0.15845549 -0.12966432
2.7397216833 5.4720732451 8.2068764872	-0.03637878 -0.02350350 -0.01614861
1.3581596806 6.8162762032 6.8261140979	-0.04639954 0.10343759 0.14206699
4.0839123961 9.5761328363 6.8492669026	0.01846951 -0.07454086 -0.30888953
1.3761106965 9.5649634838 9.5421648993	-0.11185150 -0.04225732 0.43658199
4.1116019363 6.8474590397 9.5650455096	-0.12269731 -0.15582469 0.03569607
5.4508866180 0.0176219579 0.0180447561	0.21686852 -0.12134378 -0.22224565
8.1990931969 2.7448660239 0.0081968527	-0.05083302 -0.11549830 -0.27409523
5.4774307689 2.7378283632 2.7384574559	-0.20752592 -0.03159692 -0.14014299
8.1917040118 0.0113251342 2.7135470888	0.17737725 -0.22860705 0.22296289
6.8490978856 1.3609429373 1.3737038414	-0.27782386 0.27130824 -0.13884364
9.5564497763 4.1090226524 1.3631041129	0.19291999 -0.17839094 0.20421387
6.8215314352 4.1148376177 4.0865502778	0.18039135 -0.20116888 0.21413272
9.5478687853 1.3680110690 4.0939342203	0.03360193 0.05089528 0.14289974
5.4584694022 0.0079914666 5.4485841599	0.13840935 -0.07361609 0.41277705
8.1886379167 2.7482560269 5.4813837682	0.04339585 -0.01322108 -0.26618463
5.4831008281 2.7266418603 8.1888142721	-0.16921132 0.16043179 0.12843858
8.1879063461 -0.0042958904 8.1763976083	-0.11482638 -0.03843484 0.38920211
6.8406481383 1.3831644374 6.8467440603	-0.12730647 -0.26285434 -0.37716168
9.5687407614 4.1028967907 6.8296421396	-0.17270615 0.20790302 -0.04926407
6.8187484357 4.1132627755 9.5515841370	0.04414402 -0.17145100 0.28725058
9.5554399333 1.3466389153 9.5524892810	-0.05738202 0.27453837 0.04419134
5.4611512269 5.4708947668 0.0111390176	-0.13797466 -0.14754153 -0.27398542
8.2016514885 8.1757806432 0.0041737883	0.02314249 0.06181304 -0.12244519
5.4793427161 8.1881466099 2.7338218470	-0.11710593 0.08898890 -0.09137915
8.2036846481 5.4596228116 2.7438700686	-0.13261128 0.12376586 -0.22646164
6.8189422272 6.8127956433 1.3477231756	0.28394762 0.12366035 0.35465000
9.5614939608 9.5593905277 1.3641855748	-0.01065550 -0.12121921 0.06159100
6.8342207548 9.5731680508 4.0937285195	-0.01410205 -0.06047340 -0.02767558
9.5666707387 6.8217303836 4.0961877389	-0.23580939 0.24978352 0.01536520
5.4734667193 5.4541611162 5.4670090679	-0.43138270 -0.00078997 -0.11104541
8.1760395205 8.1915590036 5.4683296534	0.20561074 0.02120364 -0.07055399
5.4554007462 8.2015041418 8.1921906165	0.16115035 0.03414308 -0.02131242
8.1790290725 5.4672772617 8.2056715685	0.18053502 -0.03533685 -0.26958645
6.8165419896 6.8132123880 6.8148624068	0.02336754 0.21277539 0.23188999
9.5414763412 9.5619649330 6.8448059153	0.24137916 -0.03098568 -0.37223623
6.8260577111 9.5536759154 9.5788234478	0.00354874 0.12624572 -0.07721430
9.5687839748 6.8128188349 9.5458965032	0.01714805 0.13024561 0.25815764
-347.03484200
GRP-DC-C-PERTURBED+ISO+SMALL
1.000000
10.9279267999 0.0000000000 0.0000000000 
0.0000000000 10.9279267999 0.0000000000 
0.0000000000 0.0000000000 10.9279267999 
64
carestian or direct (scaled), only the first letter matters
0.0155821807 0.0019048152 -0.0093877462	-0.29323259 -0.19660407 0.15746951
2.7344385263 2.7483671839 -0.0131621839	-0.14083859 -0.30551636 0.12295515
-0.0126117496 2.7273581563 2.7149001150	0.24460271 -0.02334174 0.22607520
2.7215833730 0.0151964970 2.7257755216	0.07564654 -0.19715996 0.02516989
1.3573405936 1.3575367733 1.3548220034	0.10341397 0.28007344 -0.03692947
4.0875165204 4.0883849210 1.3506922025	0.11356612 0.16697944 0.28487240
1.3639468696 4.0990889647 4.0932322070	-0.24234032 0.00225141 -0.00866326
4.0907002028 1.3754082232 4.0893827514	0.09521508 0.00602132 0.04742550
-0.0119049010 0.0159039351 5.4794921908	-0.04321067 -0.19662250 -0.17820667
2.7261385806 2.7486394795 5.4524591855	-0.07516894 -0.22476056 0.00493633
0.0089604576 2.7209762653 8.1806961688	-0.20104079 0.13300750 0.13407877
2.7489597025 -0.0028526066 8.2005670621	-0.26694067 0.10869516 -0.19059985
1.3513709800 1.3721694780 6.8151712392	0.39885147 -0.09478066 0.14532774
4.0816844429 4.0913446092 6.8194936652	0.15624320 0.05244062 0.13533304
1.3725387580 4.0892136441 9.5522879445	-0.16674926 0.18791244 -0.05018380
4.0879085959 1.3596804250 9.5713045480	0.18798478 -0.02100717 0.04821737
0.0002551621 5.4721799206 -0.0074194609	0.11193552 -0.14232589 0.14056332
2.7398839023 8.1848389450 0.0111480784	-0.15963828 0.11982109 -0.28632740
0.0087849267 8.1873971311 2.7421028786	-0.07481978 0.17085341 -0.00158777
2.7231512515 5.4645629937 2.7434742174	0.14800199 -0.02203108 -0.19900599
1.3790237867 6.8415669002 1.3669397515	-0.17178047 -0.20344939 0.04051468
4.0807891451 9.5535717051 1.3502993295	0.13436767 0.12345674 0.28293540
1.3683966022 9.5733659564 4.1147941919	-0.15961618 0.09093088 -0.16828774
4.1119496483 6.8273289842 4.0892595901	-0.21301303 0.00107256 0.05250766
-0.0092984760 5.4589006101 5.4808048633	0.24551937 0.21379121 -0.20815689
2.7225681562 8.1958738627 5.4498885994	0.24578870 -0.02514708 0.08991819
-0.0058620132 8.1995214041 8.1999046974	0.06445443 0.01520258 0.07162682
2.7307881085 5.4672308993 8.1877689850	0.02384837 -0.05424037 0.03671703
1.3805537204 6.8426226102 6.8361766434	-0.26398564 -0.09152107 -0.06563048
4.0961315767 9.5556791623 6.8297905497	-0.03213918 -0.00346142 -0.04209708
1.3761627528 9.5733328968 9.5668948679	0.01315503 -0.24316711 -0.05761413
4.0882384495 6.8308705929 9.5571592202	0.21956281 -0.03506349 0.04327329
5.4660001428 -0.0123686841 0.0140790337	0.12855948 0.10785702 -0.12181778
8.1890469427 2.7196922592 0.0015354217	0.18915280 0.24538986 -0.15699647
5.4757405438 2.7456565333 2.7391666792	-0.24221597 -0.14497834 -0.18606608
8.2016175846 -0.0055986540 2.7285977261	-0.08386707 0.11973087 0.13203036
6.8421961534 1.3806239208 1.3793910581	-0.20373788 -0.24630821 -0.05606771
9.5727531038 4.0943939100 1.3792136983	-0.24552965 0.15632106 -0.29983397
6.8293137275 4.0890762776 4.0888499176	0.10107386 0.21518473 0.08467814
9.5589011718 1.3716082810 4.0927768126	0.02954585 -0.10225973 -0.01863176
5.4490007703 0.0013424709 5.4693423748	0.12229801 -0.02916140 -0.15839745
8.1915951674 2.7212159014 5.4567861295	0.12326903 0.21209897 -0.00611603
5.4473950373 2.7232321592 8.2028770081	0.14203718 0.00671690 -0.20118813
8.1865798785 0.0132800436 8.2067450382	0.11938288 -0.17333305 -0.22407645
6.8412385232 1.3622680185 6.8134063072	-0.30205040 0.06731820 0.23912945
9.5687711269 4.1061348093 6.8183076309	-0.22198306 -0.23350243 0.22231319
6.8233580112 4.1076488026 9.5452237091	-0.05647699 -0.23347325 0.21450936
9.5673065664 1.3488358014 9.5563310520	0.01974913 0.25365933 0.07853507
5.4630518978 5.4594927432 0.0053983177	0.02211406 0.12852564 -0.07499723
8.1899854413 8.2032751021 -0.0149039909	0.09673301 -0.04488807 0.24535645
5.4532972663 8.1849337047 2.7179314664	0.19061668 0.24128360 0.08100050
8.1866061397 5.4795897292 2.7213679697	0.24351120 -0.19128492 0.23211324
