0.000000 3.518144	3.529504	3.412807
100.000000 0.037494	0.040948	0.223339
200.000000 0.013691	0.012354	0.424428
300.000000 0.009499	0.008406	0.440661
400.000000 0.007779	0.007042	0.440542
500.000000 0.006721	0.005815	0.464134
600.000000 0.005728	0.005106	0.496398
700.000000 0.005185	0.004550	0.512019
800.000000 0.004736	0.004023	0.501765
900.000000 0.004458	0.003921	0.509052
1000.000000 0.004235	0.003780	0.519551
1100.000000 0.003982	0.003695	0.522596
1200.000000 0.003757	0.003438	0.514098
1300.000000 0.003559	0.003417	0.500958
1400.000000 0.003388	0.003190	0.490686
1500.000000 0.003233	0.002844	0.462558
1600.000000 0.003122	0.002732	0.441476
1700.000000 0.003050	0.002681	0.419125
1800.000000 0.003002	0.002726	0.412251
1900.000000 0.002958	0.002510	0.412509
2000.000000 0.002929	0.002480	0.410860
2100.000000 0.002894	0.002369	0.410225
2200.000000 0.002853	0.002393	0.410636
2300.000000 0.002826	0.002393	0.411155
2400.000000 0.002807	0.002375	0.410944
2500.000000 0.002793	0.002331	0.410772
2600.000000 0.002783	0.002333	0.410944
2700.000000 0.002775	0.002262	0.413434
2800.000000 0.002768	0.002310	0.414921
2900.000000 0.002758	0.002357	0.417494
3000.000000 0.002742	0.002390	0.418923
3100.000000 0.002709	0.002384	0.419903
3200.000000 0.002683	0.002484	0.420862
3300.000000 0.002655	0.002432	0.422516
3400.000000 0.002630	0.002432	0.423329
3500.000000 0.002615	0.002410	0.424123
3600.000000 0.002597	0.002377	0.425002
3700.000000 0.002573	0.002438	0.425458
3800.000000 0.002552	0.002379	0.425891
3900.000000 0.002538	0.002317	0.425953
4000.000000 0.002524	0.002309	0.425921
4100.000000 0.002516	0.002340	0.425715
4200.000000 0.002498	0.002380	0.425714
4300.000000 0.002483	0.002330	0.425701
4400.000000 0.002467	0.002389	0.424192
4500.000000 0.002460	0.002348	0.422807
4600.000000 0.002460	0.002347	0.422810
4700.000000 0.002460	0.002345	0.422814
4800.000000 0.002460	0.002345	0.422813
4900.000000 0.002460	0.002345	0.422813
5000.000000 0.002460	0.002345	0.422813
5100.000000 0.002460	0.002345	0.422813
5200.000000 0.002460	0.002345	0.422813
5300.000000 0.002460	0.002345	0.422813
5400.000000 0.002460	0.002345	0.422813
5500.000000 0.002460	0.002345	0.422813
5600.000000 0.002460	0.002345	0.422813
5700.000000 0.002460	0.002345	0.422813
5800.000000 0.002460	0.002345	0.422813
5900.000000 0.002460	0.002345	0.422813
6000.000000 0.002460	0.002345	0.422813
		0.422813
