         1	   2556.50	   2556.50	       0.0	   160.452	   191.160	       0.0	   2908.12	   0.00100	 
         2	   2227.45	   2227.45	       0.0	   141.514	   171.963	       0.0	   2540.93	   0.00101	 
         3	   2005.66	   2005.66	       0.0	   128.818	   158.922	       0.0	   2293.40	   0.00103	 
         4	   1849.42	   1849.42	       0.0	   119.798	   149.575	       0.0	   2118.80	   0.00107	 
         5	   1727.94	   1727.94	       0.0	   112.737	   142.185	       0.0	   1982.86	   0.00116	 
         6	   1636.17	   1636.17	       0.0	   107.350	   136.515	       0.0	   1880.04	   0.00137	 
         7	   1513.81	   1513.81	       0.0	   100.194	   128.955	       0.0	   1742.96	   0.00182	 
         8	   1211.70	   1211.70	       0.0	   83.8585	   113.129	       0.0	   1408.69	   0.00284	 
         9	   1159.42	   1159.42	       0.0	   79.9868	   108.156	       0.0	   1347.56	   0.00507	 
        10	   1108.07	   1108.07	       0.0	   76.2727	   103.605	       0.0	   1287.95	   0.00998	 
        11	   1046.74	   1046.74	       0.0	   71.8760	   98.3762	       0.0	   1216.99	   0.02056	 
        12	   766.274	   766.274	       0.0	   53.6651	   75.8125	       0.0	   895.752	   0.04254	 
        13	   475.045	   475.045	       0.0	   36.5659	   53.5099	       0.0	   565.121	   0.08490	 
        14	   278.809	   278.809	       0.0	   25.2442	   38.3696	       0.0	   342.423	   0.15585	 
        15	   239.623	   239.623	       0.0	   21.8515	   33.1051	       0.0	   294.579	   0.25075	 
        16	   214.001	   214.001	       0.0	   19.6459	   30.0090	       0.0	   263.656	   0.34564	 
        17	   184.243	   184.243	       0.0	   17.0750	   26.4192	       0.0	   227.737	   0.41659	 
        18	   157.426	   157.426	       0.0	   14.3532	   22.6080	       0.0	   194.387	   0.45895	 
        19	   136.760	   136.760	       0.0	   12.5630	   20.2597	       0.0	   169.582	   0.48093	 
        20	   127.097	   127.097	       0.0	   11.8512	   19.4295	       0.0	   158.377	   0.49151	 
        21	   118.547	   118.547	       0.0	   11.1399	   18.5117	       0.0	   148.198	   0.49642	 
        22	   115.254	   115.254	       0.0	   10.9984	   18.5177	       0.0	   144.770	   0.49866	 
        23	   108.688	   108.688	       0.0	   10.1842	   17.2518	       0.0	   136.124	   0.49967	 
        24	   104.628	   104.628	       0.0	   9.74796	   16.7168	       0.0	   131.093	   0.50012	 
        25	   98.9124	   98.9124	       0.0	   9.30992	   16.1263	       0.0	   124.348	   0.50033	 
        26	   94.6968	   94.6968	       0.0	   8.95651	   15.5937	       0.0	   119.247	   0.50042	 
        27	   93.0773	   93.0773	       0.0	   8.69350	   15.0147	       0.0	   116.785	   0.50046	 
        28	   89.1946	   89.1946	       0.0	   8.46313	   14.7185	       0.0	   112.376	   0.50048	 
        29	   85.9440	   85.9440	       0.0	   8.28619	   14.4413	       0.0	   108.671	   0.50049	 
        30	   82.9776	   82.9776	       0.0	   8.00198	   13.9406	       0.0	   104.920	   0.50049	 
        31	   80.2462	   80.2462	       0.0	   7.73997	   13.4802	       0.0	   101.466	   0.50049	 
        32	   77.1405	   77.1405	       0.0	   7.57137	   13.2110	       0.0	   97.9229	   0.50049	 
        33	   75.2242	   75.2242	       0.0	   7.54675	   13.1542	       0.0	   95.9252	   0.50050	 
        34	   71.8791	   71.8791	       0.0	   7.32124	   12.7902	       0.0	   91.9906	   0.50050	 
        35	   70.0830	   70.0830	       0.0	   7.06122	   12.3818	       0.0	   89.5261	   0.50050	 
        36	   67.3226	   67.3226	       0.0	   6.79142	   11.9152	       0.0	   86.0292	   0.50050	 
        37	   64.8255	   64.8255	       0.0	   6.59701	   11.5840	       0.0	   83.0066	   0.50050	 
        38	   63.7167	   63.7167	       0.0	   6.48011	   11.3611	       0.0	   81.5579	   0.50050	 
        39	   61.9992	   61.9992	       0.0	   6.33195	   11.1251	       0.0	   79.4562	   0.50050	 
        40	   60.3533	   60.3533	       0.0	   6.13742	   10.7440	       0.0	   77.2348	   0.50050	 
        41	   58.6951	   58.6951	       0.0	   6.03515	   10.5510	       0.0	   75.2813	   0.50050	 
        42	   57.6847	   57.6847	       0.0	   5.94842	   10.4157	       0.0	   74.0488	   0.50050	 
        43	   56.7989	   56.7989	       0.0	   5.82591	   10.1818	       0.0	   72.8067	   0.50050	 
        44	   56.4491	   56.4491	       0.0	   5.79584	   10.1222	       0.0	   72.3672	   0.50050	 
        45	   54.3547	   54.3547	       0.0	   5.61062	   9.76942	       0.0	   69.7348	   0.50050	 
        46	   52.6142	   52.6142	       0.0	   5.46754	   9.52889	       0.0	   67.6107	   0.50050	 
        47	   51.7299	   51.7299	       0.0	   5.40275	   9.42758	       0.0	   66.5603	   0.50050	 
        48	   51.3752	   51.3752	       0.0	   5.37206	   9.35878	       0.0	   66.1060	   0.50050	 
        49	   50.3938	   50.3938	       0.0	   5.31291	   9.27934	       0.0	   64.9860	   0.50050	 
        50	   49.7602	   49.7602	       0.0	   5.26343	   9.20111	       0.0	   64.2248	   0.50050	 
        51	   49.4683	   49.4683	       0.0	   5.21807	   9.10548	       0.0	   63.7919	   0.50050	 
        52	   48.2791	   48.2791	       0.0	   5.15015	   9.02311	       0.0	   62.4524	   0.50050	 
        53	   47.0807	   47.0807	       0.0	   5.04147	   8.83411	       0.0	   60.9563	   0.50050	 
        54	   46.5650	   46.5650	       0.0	   5.03452	   8.83802	       0.0	   60.4376	   0.50050	 
        55	   45.9566	   45.9566	       0.0	   4.99417	   8.76272	       0.0	   59.7135	   0.50050	 
        56	   44.6451	   44.6451	       0.0	   4.87234	   8.54592	       0.0	   58.0634	   0.50050	 
        57	   44.3327	   44.3327	       0.0	   4.83410	   8.47718	       0.0	   57.6440	   0.50050	 
        58	   43.5652	   43.5652	       0.0	   4.77516	   8.37128	       0.0	   56.7117	   0.50050	 
        59	   43.1881	   43.1881	       0.0	   4.74481	   8.31716	       0.0	   56.2501	   0.50050	 
        60	   42.4290	   42.4290	       0.0	   4.67364	   8.14837	       0.0	   55.2510	   0.50050	 
        61	   41.9742	   41.9742	       0.0	   4.60718	   8.02133	       0.0	   54.6027	   0.50050	 
        62	   41.3967	   41.3967	       0.0	   4.50413	   7.83274	       0.0	   53.7336	   0.50050	 
        63	   40.9360	   40.9360	       0.0	   4.47029	   7.76931	       0.0	   53.1756	   0.50050	 
        64	   40.6826	   40.6826	       0.0	   4.42052	   7.66777	       0.0	   52.7709	   0.50050	 
        65	   40.3408	   40.3408	       0.0	   4.38353	   7.56512	       0.0	   52.2895	   0.50050	 
        66	   39.8805	   39.8805	       0.0	   4.32952	   7.46548	       0.0	   51.6755	   0.50050	 
        67	   39.5805	   39.5805	       0.0	   4.32180	   7.44112	       0.0	   51.3434	   0.50050	 
        68	   39.3008	   39.3008	       0.0	   4.28043	   7.36467	       0.0	   50.9459	   0.50050	 
        69	   38.8882	   38.8882	       0.0	   4.24690	   7.33358	       0.0	   50.4687	   0.50050	 
        70	   38.6075	   38.6075	       0.0	   4.24190	   7.32649	       0.0	   50.1759	   0.50050	 
        71	   38.2982	   38.2982	       0.0	   4.23725	   7.31516	       0.0	   49.8506	   0.50050	 
        72	   38.0500	   38.0500	       0.0	   4.22051	   7.28649	       0.0	   49.5570	   0.50050	 
        73	   37.6504	   37.6504	       0.0	   4.16980	   7.20336	       0.0	   49.0235	   0.50050	 
        74	   37.4998	   37.4998	       0.0	   4.14090	   7.16950	       0.0	   48.8102	   0.50050	 
        75	   37.2770	   37.2770	       0.0	   4.12114	   7.14251	       0.0	   48.5406	   0.50050	 
        76	   36.8859	   36.8859	       0.0	   4.11071	   7.13853	       0.0	   48.1352	   0.50050	 
        77	   36.6751	   36.6751	       0.0	   4.11842	   7.16366	       0.0	   47.9571	   0.50050	 
        78	   36.4859	   36.4859	       0.0	   4.09468	   7.12578	       0.0	   47.7064	   0.50050	 
        79	   36.2360	   36.2360	       0.0	   4.04386	   7.03166	       0.0	   47.3115	   0.50050	 
        80	   36.0358	   36.0358	       0.0	   4.00791	   6.97342	       0.0	   47.0172	   0.50050	 
        81	   35.8996	   35.8996	       0.0	   3.99417	   6.95270	       0.0	   46.8465	   0.50050	 
        82	   35.5391	   35.5391	       0.0	   3.97974	   6.95038	       0.0	   46.4692	   0.50050	 
        83	   35.3835	   35.3835	       0.0	   3.97543	   6.94446	       0.0	   46.3034	   0.50050	 
        84	   35.2387	   35.2387	       0.0	   3.94614	   6.90191	       0.0	   46.0868	   0.50050	 
        85	   34.9738	   34.9738	       0.0	   3.94009	   6.90778	       0.0	   45.8217	   0.50050	 
        86	   34.5875	   34.5875	       0.0	   3.89443	   6.84877	       0.0	   45.3307	   0.50050	 
        87	   34.2273	   34.2273	       0.0	   3.86852	   6.81210	       0.0	   44.9079	   0.50050	 
        88	   33.9846	   33.9846	       0.0	   3.86574	   6.81502	       0.0	   44.6654	   0.50050	 
        89	   33.8476	   33.8476	       0.0	   3.85283	   6.79300	       0.0	   44.4934	   0.50050	 
        90	   33.3722	   33.3722	       0.0	   3.81075	   6.73313	       0.0	   43.9161	   0.50050	 
        91	   33.0003	   33.0003	       0.0	   3.75528	   6.64285	       0.0	   43.3985	   0.50050	 
        92	   32.9396	   32.9396	       0.0	   3.73460	   6.60723	       0.0	   43.2814	   0.50050	 
        93	   32.6692	   32.6692	       0.0	   3.70385	   6.56748	       0.0	   42.9406	   0.50050	 
        94	   32.0457	   32.0457	       0.0	   3.63393	   6.46845	       0.0	   42.1481	   0.50050	 
        95	   31.6500	   31.6500	       0.0	   3.54629	   6.33129	       0.0	   41.5276	   0.50050	 
        96	   31.5394	   31.5394	       0.0	   3.52999	   6.30132	       0.0	   41.3707	   0.50050	 
        97	   31.2766	   31.2766	       0.0	   3.50298	   6.25563	       0.0	   41.0352	   0.50050	 
        98	   30.6337	   30.6337	       0.0	   3.44762	   6.17114	       0.0	   40.2525	   0.50050	 
        99	   30.3635	   30.3635	       0.0	   3.44039	   6.16216	       0.0	   39.9661	   0.50050	 
       100	   30.0902	   30.0902	       0.0	   3.42434	   6.13148	       0.0	   39.6460	   0.50050	 
       101	   29.8885	   29.8885	       0.0	   3.40871	   6.10749	       0.0	   39.4048	   0.50050	 
       102	   29.8308	   29.8308	       0.0	   3.38058	   6.05654	       0.0	   39.2679	   0.50050	 
       103	   29.6820	   29.6820	       0.0	   3.36929	   6.04351	       0.0	   39.0948	   0.50050	 
       104	   29.4098	   29.4098	       0.0	   3.35089	   6.01773	       0.0	   38.7784	   0.50050	 
       105	   29.2869	   29.2869	       0.0	   3.34377	   6.01055	       0.0	   38.6412	   0.50050	 
       106	   29.1872	   29.1872	       0.0	   3.32704	   5.98455	       0.0	   38.4988	   0.50050	 
       107	   29.0805	   29.0805	       0.0	   3.31006	   5.95794	       0.0	   38.3485	   0.50050	 
       108	   29.0013	   29.0013	       0.0	   3.30059	   5.94104	       0.0	   38.2429	   0.50050	 
       109	   28.8828	   28.8828	       0.0	   3.29728	   5.94135	       0.0	   38.1215	   0.50050	 
       110	   28.8096	   28.8096	       0.0	   3.27927	   5.90687	       0.0	   37.9957	   0.50050	 
       111	   28.6992	   28.6992	       0.0	   3.27538	   5.90308	       0.0	   37.8777	   0.50050	 
       112	   28.5991	   28.5991	       0.0	   3.27139	   5.90009	       0.0	   37.7706	   0.50050	 
       113	   28.5302	   28.5302	       0.0	   3.26062	   5.88021	       0.0	   37.6711	   0.50050	 
       114	   28.4437	   28.4437	       0.0	   3.23670	   5.84755	       0.0	   37.5279	   0.50050	 
       115	   28.2136	   28.2136	       0.0	   3.21526	   5.82207	       0.0	   37.2510	   0.50050	 
       116	   28.1616	   28.1616	       0.0	   3.20636	   5.80709	       0.0	   37.1751	   0.50050	 
       117	   28.0855	   28.0855	       0.0	   3.20066	   5.79871	       0.0	   37.0849	   0.50050	 
       118	   28.0195	   28.0195	       0.0	   3.19195	   5.78313	       0.0	   36.9946	   0.50050	 
       119	   27.9446	   27.9446	       0.0	   3.17524	   5.75267	       0.0	   36.8725	   0.50050	 
       120	   27.7454	   27.7454	       0.0	   3.15544	   5.72478	       0.0	   36.6256	   0.50050	 
       121	   27.5446	   27.5446	       0.0	   3.14063	   5.70481	       0.0	   36.3901	   0.50050	 
       122	   27.2890	   27.2890	       0.0	   3.10889	   5.65067	       0.0	   36.0486	   0.50050	 
       123	   27.1811	   27.1811	       0.0	   3.09762	   5.63305	       0.0	   35.9117	   0.50050	 
       124	   27.0726	   27.0726	       0.0	   3.08918	   5.62238	       0.0	   35.7842	   0.50050	 
       125	   26.8305	   26.8305	       0.0	   3.06558	   5.58872	       0.0	   35.4848	   0.50050	 
       126	   26.6363	   26.6363	       0.0	   3.03620	   5.54340	       0.0	   35.2159	   0.50050	 
       127	   26.4198	   26.4198	       0.0	   3.01402	   5.51040	       0.0	   34.9443	   0.50050	 
       128	   26.1042	   26.1042	       0.0	   2.98339	   5.45081	       0.0	   34.5384	   0.50050	 
       129	   25.8918	   25.8918	       0.0	   2.96901	   5.42571	       0.0	   34.2866	   0.50050	 
       130	   25.7595	   25.7595	       0.0	   2.95783	   5.40456	       0.0	   34.1220	   0.50050	 
       131	   25.6837	   25.6837	       0.0	   2.94940	   5.39131	       0.0	   34.0244	   0.50050	 
       132	   25.5593	   25.5593	       0.0	   2.93691	   5.36694	       0.0	   33.8632	   0.50050	 
       133	   25.4309	   25.4309	       0.0	   2.91863	   5.33380	       0.0	   33.6833	   0.50050	 
       134	   25.3100	   25.3100	       0.0	   2.90219	   5.30345	       0.0	   33.5156	   0.50050	 
       135	   25.1757	   25.1757	       0.0	   2.89802	   5.30220	       0.0	   33.3759	   0.50050	 
       136	   25.0616	   25.0616	       0.0	   2.88669	   5.28055	       0.0	   33.2289	   0.50050	 
       137	   24.8966	   24.8966	       0.0	   2.87931	   5.27364	       0.0	   33.0495	   0.50050	 
       138	   24.7240	   24.7240	       0.0	   2.86461	   5.24982	       0.0	   32.8385	   0.50050	 
       139	   24.6162	   24.6162	       0.0	   2.85669	   5.23671	       0.0	   32.7096	   0.50050	 
       140	   24.4577	   24.4577	       0.0	   2.84708	   5.22337	       0.0	   32.5282	   0.50050	 
       141	   24.3100	   24.3100	       0.0	   2.83577	   5.20568	       0.0	   32.3514	   0.50050	 
       142	   23.9393	   23.9393	       0.0	   2.81446	   5.17595	       0.0	   31.9297	   0.50050	 
       143	   23.7140	   23.7140	       0.0	   2.80405	   5.15988	       0.0	   31.6779	   0.50050	 
       144	   23.5783	   23.5783	       0.0	   2.78475	   5.12578	       0.0	   31.4889	   0.50050	 
       145	   23.3972	   23.3972	       0.0	   2.78080	   5.12416	       0.0	   31.3021	   0.50050	 
       146	   23.2144	   23.2144	       0.0	   2.77913	   5.12950	       0.0	   31.1230	   0.50050	 
       147	   23.0879	   23.0879	       0.0	   2.76961	   5.11131	       0.0	   30.9688	   0.50050	 
       148	   22.9553	   22.9553	       0.0	   2.75820	   5.09260	       0.0	   30.8061	   0.50050	 
       149	   22.8609	   22.8609	       0.0	   2.74584	   5.07203	       0.0	   30.6787	   0.50050	 
       150	   22.8212	   22.8212	       0.0	   2.73735	   5.05567	       0.0	   30.6142	   0.50050	 
       151	   22.6327	   22.6327	       0.0	   2.73258	   5.05233	       0.0	   30.4176	   0.50050	 
       152	   22.4377	   22.4377	       0.0	   2.72830	   5.04973	       0.0	   30.2157	   0.50050	 
       153	   22.3332	   22.3332	       0.0	   2.70760	   5.01057	       0.0	   30.0514	   0.50050	 
       154	   22.2790	   22.2790	       0.0	   2.69773	   4.99358	       0.0	   29.9703	   0.50050	 
       155	   22.1214	   22.1214	       0.0	   2.69381	   4.99086	       0.0	   29.8061	   0.50050	 
       156	   22.0704	   22.0704	       0.0	   2.68725	   4.98141	       0.0	   29.7390	   0.50050	 
       157	   21.9823	   21.9823	       0.0	   2.68441	   4.97684	       0.0	   29.6435	   0.50050	 
       158	   21.8507	   21.8507	       0.0	   2.68046	   4.97154	       0.0	   29.5027	   0.50050	 
       159	   21.7905	   21.7905	       0.0	   2.67039	   4.95279	       0.0	   29.4137	   0.50050	 
       160	   21.6803	   21.6803	       0.0	   2.65714	   4.92757	       0.0	   29.2650	   0.50050	 
       161	   21.5089	   21.5089	       0.0	   2.63266	   4.88314	       0.0	   29.0247	   0.50050	 
       162	   21.4325	   21.4325	       0.0	   2.62821	   4.87531	       0.0	   28.9360	   0.50050	 
       163	   21.3159	   21.3159	       0.0	   2.60682	   4.83405	       0.0	   28.7568	   0.50050	 
       164	   21.2094	   21.2094	       0.0	   2.58588	   4.79460	       0.0	   28.5899	   0.50050	 
       165	   21.0554	   21.0554	       0.0	   2.57660	   4.77758	       0.0	   28.4096	   0.50050	 
       166	   20.9013	   20.9013	       0.0	   2.57416	   4.77600	       0.0	   28.2515	   0.50050	 
       167	   20.8015	   20.8015	       0.0	   2.57253	   4.77454	       0.0	   28.1486	   0.50050	 
       168	   20.6703	   20.6703	       0.0	   2.56183	   4.75594	       0.0	   27.9881	   0.50050	 
       169	   20.5111	   20.5111	       0.0	   2.54899	   4.73331	       0.0	   27.7934	   0.50050	 
       170	   20.3310	   20.3310	       0.0	   2.51078	   4.66227	       0.0	   27.5041	   0.50050	 
       171	   20.2509	   20.2509	       0.0	   2.49741	   4.63803	       0.0	   27.3864	   0.50050	 
       172	   20.0532	   20.0532	       0.0	   2.47655	   4.59960	       0.0	   27.1294	   0.50050	 
