 Si_B1 1 1.813538e-01 1.318069e+00 4.308209e+00
 Si_B1 1 1.813538e-01 1.318069e+00 4.308209e+00
 Si_B1 1 7.930794e-02 1.192780e+00 4.039490e+00
 Si_B1 1 7.930794e-02 1.192780e+00 4.039490e+00
 Si_B1 1 7.134422e-02 1.180128e+00 4.002300e+00
 Si_B1 1 7.134422e-02 1.180128e+00 4.002300e+00
 Si_B1 1 6.240169e-02 1.165529e+00 3.963254e+00
 Si_B1 1 6.240169e-02 1.165529e+00 3.963254e+00
 Si_B1 1 5.241756e-02 1.148581e+00 3.935913e+00
 Si_B1 1 5.241756e-02 1.148581e+00 3.935913e+00
 Si_B1 1 4.132367e-02 1.128827e+00 3.893327e+00
 Si_B1 1 4.132367e-02 1.128827e+00 3.893327e+00
 Si_B1 1 2.905199e-02 1.105742e+00 3.833673e+00
 Si_B1 1 2.905199e-02 1.105742e+00 3.833673e+00
 Si_B1 1 1.555151e-02 1.078798e+00 3.755178e+00
 Si_B1 1 1.555151e-02 1.078798e+00 3.755178e+00
 Si_B1 1 8.128173e-04 1.047623e+00 3.656775e+00
 Si_B1 1 8.128173e-04 1.047623e+00 3.656775e+00
 Si_B1 1 -1.509955e-02 1.012321e+00 3.539295e+00
 Si_B1 1 -1.509955e-02 1.012321e+00 3.539295e+00
 Si_B1 1 -3.200635e-02 9.738812e-01 3.407044e+00
 Si_B1 1 -3.200635e-02 9.738812e-01 3.407044e+00
 Si_B1 1 1.645542e-01 1.299690e+00 4.271251e+00
 Si_B1 1 1.645542e-01 1.299690e+00 4.271251e+00
 Si_B1 1 -4.957058e-02 9.344444e-01 3.268843e+00
 Si_B1 1 -4.957058e-02 9.344444e-01 3.268843e+00
 Si_B1 1 -6.730051e-02 8.969484e-01 3.136786e+00
 Si_B1 1 -6.730051e-02 8.969484e-01 3.136786e+00
 Si_B1 1 -8.469576e-02 8.639901e-01 3.021768e+00
 Si_B1 1 -8.469576e-02 8.639901e-01 3.021768e+00
 Si_B1 1 -1.015306e-01 8.365678e-01 2.928139e+00
 Si_B1 1 -1.015306e-01 8.365678e-01 2.928139e+00
 Si_B1 1 -1.180422e-01 8.137169e-01 2.851900e+00
 Si_B1 1 -1.180422e-01 8.137169e-01 2.851900e+00
 Si_B1 1 -1.348356e-01 7.932008e-01 2.783638e+00
 Si_B1 1 -1.348356e-01 7.932008e-01 2.783638e+00
 Si_B1 1 -1.526300e-01 7.725096e-01 2.743377e+00
 Si_B1 1 -1.526300e-01 7.725096e-01 2.743377e+00
 Si_B1 1 -1.720730e-01 7.495053e-01 2.696981e+00
 Si_B1 1 -1.720730e-01 7.495053e-01 2.696981e+00
 Si_B1 1 -1.936825e-01 7.226151e-01 2.631780e+00
 Si_B1 1 -1.936825e-01 7.226151e-01 2.631780e+00
 Si_B1 1 -2.178565e-01 6.907613e-01 2.541987e+00
 Si_B1 1 -2.178565e-01 6.907613e-01 2.541987e+00
 Si_B1 1 1.473505e-01 1.283042e+00 4.232111e+00
 Si_B1 1 1.473505e-01 1.283042e+00 4.232111e+00
 Si_B1 1 -2.449250e-01 6.530748e-01 2.422448e+00
 Si_B1 1 -2.449250e-01 6.530748e-01 2.422448e+00
 Si_B1 1 -2.751404e-01 6.087913e-01 2.267172e+00
 Si_B1 1 -2.751404e-01 6.087913e-01 2.267172e+00
 Si_B1 1 -3.085397e-01 5.575698e-01 2.082124e+00
 Si_B1 1 -3.085397e-01 5.575698e-01 2.082124e+00
 Si_B1 1 -3.447046e-01 5.001078e-01 1.861528e+00
 Si_B1 1 -3.447046e-01 5.001078e-01 1.861528e+00
 Si_B1 1 -3.824416e-01 4.390960e-01 1.582181e+00
 Si_B1 1 -3.824416e-01 4.390960e-01 1.582181e+00
 Si_B1 1 -4.195167e-01 3.802313e-01 1.248892e+00
 Si_B1 1 -4.195167e-01 3.802313e-01 1.248892e+00
 Si_B1 1 -4.527610e-01 3.318593e-01 1.142306e+00
 Si_B1 1 -4.527610e-01 3.318593e-01 1.142306e+00
 Si_B1 1 -4.789568e-01 3.007611e-01 1.123846e+00
 Si_B1 1 -4.789568e-01 3.007611e-01 1.123846e+00
 Si_B1 1 -4.964383e-01 2.859608e-01 1.110085e+00
 Si_B1 1 -4.964383e-01 2.859608e-01 1.110085e+00
 Si_B1 1 -5.061552e-01 2.802398e-01 1.099727e+00
 Si_B1 1 -5.061552e-01 2.802398e-01 1.099727e+00
 Si_B1 1 1.310091e-01 1.267090e+00 4.189670e+00
 Si_B1 1 1.310091e-01 1.267090e+00 4.189670e+00
 Si_B1 1 -5.107653e-01 2.778907e-01 1.091245e+00
 Si_B1 1 -5.107653e-01 2.778907e-01 1.091245e+00
 Si_B1 1 -5.127368e-01 2.767623e-01 1.083232e+00
 Si_B1 1 -5.127368e-01 2.767623e-01 1.083232e+00
 Si_B1 1 -5.135248e-01 2.762216e-01 1.074627e+00
 Si_B1 1 -5.135248e-01 2.762216e-01 1.074627e+00
 Si_B1 1 -5.138183e-01 2.759837e-01 1.072563e+00
 Si_B1 1 -5.138183e-01 2.759837e-01 1.072563e+00
 Si_B1 1 -5.139337e-01 2.758725e-01 1.080020e+00
 Si_B1 1 -5.139337e-01 2.758725e-01 1.080020e+00
 Si_B1 1 -5.140157e-01 2.757923e-01 1.085734e+00
 Si_B1 1 -5.140157e-01 2.757923e-01 1.085734e+00
 Si_B1 1 -5.141081e-01 2.757130e-01 1.089572e+00
 Si_B1 1 -5.141081e-01 2.757130e-01 1.089572e+00
 Si_B1 1 -5.142143e-01 2.756325e-01 1.091514e+00
 Si_B1 1 -5.142143e-01 2.756325e-01 1.091514e+00
 Si_B1 1 -5.143356e-01 2.755506e-01 1.091555e+00
 Si_B1 1 -5.143356e-01 2.755506e-01 1.091555e+00
 Si_B1 1 -5.144731e-01 2.754672e-01 1.089691e+00
 Si_B1 1 -5.144731e-01 2.754672e-01 1.089691e+00
 Si_B1 1 1.172021e-01 1.251915e+00 4.144920e+00
 Si_B1 1 1.172021e-01 1.251915e+00 4.144920e+00
 Si_B1 1 -5.146285e-01 2.753820e-01 1.085924e+00
 Si_B1 1 -5.146285e-01 2.753820e-01 1.085924e+00
 Si_B1 1 -5.146285e-01 2.753820e-01 1.085924e+00
 Si_B1 1 -5.146285e-01 2.753820e-01 1.085924e+00
