# 1 0.500000 1 - Gi version, reference Gi and type of logistic fucntion.
# 1 - number of chemical species in the system.
# 'Si' 28.085500
# 1 0.500000 5.000000 0.500000 1.000000
# 12 1.5000 1.7727 2.0455 2.3182 2.5909 2.8636 3.1364 3.4091 3.6818 3.9545 4.2273 4.5000
# 1 -PotentialType 
# 100 -number of structures 
# 796 -number of atoms 
#GROUP-NAME GROUP-ID STRUCTURE-ID STRUCTURE-Natom STRUCTURE-E_DFT Gi
 Si_B1 1 0 2 -1.290497e+00 5.6613277825e-01 1.1204862658e+00 1.6902488791e+00 2.2629224506e+00 2.7966925801e+00 3.2305641532e+00 3.5131313856e+00 3.6150621881e+00 3.5278396756e+00 3.2571479725e+00 2.8172563143e+00 2.2282090425e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -3.2062952751e-01 -1.7238069812e-01 -8.8743240240e-02 -9.6374178422e-02 -2.0969199093e-01 -4.2998511528e-01 -6.6231021555e-01 -6.1044402178e-01 -2.2113001519e-01 1.5519209564e-01 3.3101542570e-01 2.8563575013e-01 -4.1083846466e-01 -5.0252301718e-01 -6.8712521954e-01 -4.3323571497e-01 2.4700775315e-01 7.4445046407e-01 8.8906972108e-01 6.7995075749e-01 1.6652310306e-01 -4.3712745315e-01 -6.9183500412e-01 -6.3340197015e-01
 Si_B1 1 0 2 -1.290497e+00 5.6613277825e-01 1.1204862658e+00 1.6902488791e+00 2.2629224506e+00 2.7966925801e+00 3.2305641532e+00 3.5131313856e+00 3.6150621881e+00 3.5278396756e+00 3.2571479725e+00 2.8172563143e+00 2.2282090425e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -3.2062952751e-01 -1.7238069812e-01 -8.8743240240e-02 -9.6374178422e-02 -2.0969199093e-01 -4.2998511528e-01 -6.6231021555e-01 -6.1044402178e-01 -2.2113001519e-01 1.5519209564e-01 3.3101542570e-01 2.8563575013e-01 -4.1083846466e-01 -5.0252301718e-01 -6.8712521954e-01 -4.3323571497e-01 2.4700775315e-01 7.4445046407e-01 8.8906972108e-01 6.7995075749e-01 1.6652310306e-01 -4.3712745315e-01 -6.9183500412e-01 -6.3340197015e-01
 Si_B1 1 1 2 -7.867360e+00 3.2325203606e-02 4.6966966510e-01 9.0970944699e-01 1.3648909216e+00 1.8648894922e+00 2.3871219998e+00 2.8565426335e+00 3.1939445112e+00 3.3463424314e+00 3.2852123106e+00 2.9970319254e+00 2.4786437206e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -4.7292855517e-01 -3.2115169670e-01 -1.9363768007e-01 -1.2684747712e-01 -1.2395931656e-01 -1.7559394645e-01 -2.8215633264e-01 -4.4308174044e-01 -6.1115984348e-01 -6.9159944594e-01 -6.6880186158e-01 -6.3208776050e-01 -4.3085198751e-01 -3.3914702583e-01 -4.0314951217e-01 -6.3355805916e-01 -5.8095231301e-01 7.6716648856e-02 6.9624389311e-01 9.9946903373e-01 9.8044724921e-01 6.8238591358e-01 1.9599613688e-01 -2.9291014921e-01
 Si_B1 1 1 2 -7.867360e+00 3.2325203606e-02 4.6966966510e-01 9.0970944699e-01 1.3648909216e+00 1.8648894922e+00 2.3871219998e+00 2.8565426335e+00 3.1939445112e+00 3.3463424314e+00 3.2852123106e+00 2.9970319254e+00 2.4786437206e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -4.7292855517e-01 -3.2115169670e-01 -1.9363768007e-01 -1.2684747712e-01 -1.2395931656e-01 -1.7559394645e-01 -2.8215633264e-01 -4.4308174044e-01 -6.1115984348e-01 -6.9159944594e-01 -6.6880186158e-01 -6.3208776050e-01 -4.3085198751e-01 -3.3914702583e-01 -4.0314951217e-01 -6.3355805916e-01 -5.8095231301e-01 7.6716648856e-02 6.9624389311e-01 9.9946903373e-01 9.8044724921e-01 6.8238591358e-01 1.9599613688e-01 -2.9291014921e-01
 Si_B1 1 2 2 -8.205644e+00 -1.4052016579e-02 4.1337366575e-01 8.4166566481e-01 1.2792694268e+00 1.7628363484e+00 2.2811991022e+00 2.7630269359e+00 3.1250286365e+00 3.3091527838e+00 3.2837940562e+00 3.0339277731e+00 2.5550356577e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -4.8757962699e-01 -3.3753886258e-01 -2.0725637132e-01 -1.3565472264e-01 -1.2698870249e-01 -1.6985166675e-01 -2.6294255367e-01 -4.1113954831e-01 -5.8209817479e-01 -6.8516573927e-01 -6.7867040408e-01 -6.3945740392e-01 -4.4140608505e-01 -3.3680241761e-01 -3.7569222798e-01 -5.9823364668e-01 -6.3426441854e-01 -2.8918846626e-02 6.2666722384e-01 9.7972476678e-01 1.0077352796e+00 7.4868606540e-01 2.8198798420e-01 -2.2321216434e-01
 Si_B1 1 2 2 -8.205644e+00 -1.4052016579e-02 4.1337366575e-01 8.4166566481e-01 1.2792694268e+00 1.7628363484e+00 2.2811991022e+00 2.7630269359e+00 3.1250286365e+00 3.3091527838e+00 3.2837940562e+00 3.0339277731e+00 2.5550356577e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -4.8757962699e-01 -3.3753886258e-01 -2.0725637132e-01 -1.3565472264e-01 -1.2698870249e-01 -1.6985166675e-01 -2.6294255367e-01 -4.1113954831e-01 -5.8209817479e-01 -6.8516573927e-01 -6.7867040408e-01 -6.3945740392e-01 -4.4140608505e-01 -3.3680241761e-01 -3.7569222798e-01 -5.9823364668e-01 -6.3426441854e-01 -2.8918846626e-02 6.2666722384e-01 9.7972476678e-01 1.0077352796e+00 7.4868606540e-01 2.8198798420e-01 -2.2321216434e-01
 Si_B1 1 3 2 -8.487659e+00 -5.8404492445e-02 3.5953006537e-01 7.7716633042e-01 1.1974553131e+00 1.6625022054e+00 2.1732300676e+00 2.6638786597e+00 3.0477676814e+00 3.2615116029e+00 3.2701065733e+00 3.0569575716e+00 2.6164238568e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -5.0169981484e-01 -3.5377062177e-01 -2.2099147719e-01 -1.4476304740e-01 -1.3080777287e-01 -1.6581714693e-01 -2.4597236799e-01 -3.7978466578e-01 -5.4901913494e-01 -6.7269027668e-01 -6.8708111944e-01 -6.4912259143e-01 -4.5278900728e-01 -3.3710797407e-01 -3.5173845243e-01 -5.5943716319e-01 -6.7055703448e-01 -1.3534640740e-01 5.4976191780e-01 9.5233744096e-01 1.0281620574e+00 8.1002872683e-01 3.6746449462e-01 -1.4775015230e-01
 Si_B1 1 3 2 -8.487659e+00 -5.8404492445e-02 3.5953006537e-01 7.7716633042e-01 1.1974553131e+00 1.6625022054e+00 2.1732300676e+00 2.6638786597e+00 3.0477676814e+00 3.2615116029e+00 3.2701065733e+00 3.0569575716e+00 2.6164238568e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -5.0169981484e-01 -3.5377062177e-01 -2.2099147719e-01 -1.4476304740e-01 -1.3080777287e-01 -1.6581714693e-01 -2.4597236799e-01 -3.7978466578e-01 -5.4901913494e-01 -6.7269027668e-01 -6.8708111944e-01 -6.4912259143e-01 -4.5278900728e-01 -3.3710797407e-01 -3.5173845243e-01 -5.5943716319e-01 -6.7055703448e-01 -1.3534640740e-01 5.4976191780e-01 9.5233744096e-01 1.0281620574e+00 8.1002872683e-01 3.6746449462e-01 -1.4775015230e-01
 Si_B1 1 4 2 -8.718306e+00 -1.0083502916e-01 3.0792331248e-01 7.1602794846e-01 1.1195886045e+00 1.5643781121e+00 2.0636444224e+00 2.5591282943e+00 2.9617285981e+00 3.2025273915e+00 3.2427657117e+00 3.0641679111e+00 2.6601664688e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -5.1527476468e-01 -3.6982625235e-01 -2.3482691152e-01 -1.5411022698e-01 -1.3525333481e-01 -1.6326606307e-01 -2.3114817627e-01 -3.4928164050e-01 -5.1218000446e-01 -6.5296527618e-01 -6.9238746566e-01 -6.6094591410e-01 -4.6479777491e-01 -3.3982991055e-01 -3.3138303480e-01 -5.1923235177e-01 -6.8959502569e-01 -2.4022630429e-01 4.6584787695e-01 9.1728388984e-01 1.0416294510e+00 8.6615279633e-01 4.5182492874e-01 -6.6834425743e-02
 Si_B1 1 4 2 -8.718306e+00 -1.0083502916e-01 3.0792331248e-01 7.1602794846e-01 1.1195886045e+00 1.5643781121e+00 2.0636444224e+00 2.5591282943e+00 2.9617285981e+00 3.2025273915e+00 3.2427657117e+00 3.0641679111e+00 2.6601664688e+00 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -6.9314718056e-01 -5.1527476468e-01 -3.6982625235e-01 -2.3482691152e-01 -1.5411022698e-01 -1.3525333481e-01 -1.6326606307e-01 -2.3114817627e-01 -3.4928164050e-01 -5.1218000446e-01 -6.5296527618e-01 -6.9238746566e-01 -6.6094591410e-01 -4.6479777491e-01 -3.3982991055e-01 -3.3138303480e-01 -5.1923235177e-01 -6.8959502569e-01 -2.4022630429e-01 4.6584787695e-01 9.1728388984e-01 1.0416294510e+00 8.6615279633e-01 4.5182492874e-01 -6.6834425743e-02
