 10.467320  -0.645248  -0.645830 
 14.954420  -3.933680  -3.932148 
 15.520300  -4.102822  -4.105784 
 16.100270  -4.243830  -4.248050 
 16.694520  -4.359153  -4.361062 
 17.303210  -4.451085  -4.449378 
 17.926520  -4.521765  -4.517491 
 18.564620  -4.573187  -4.568549 
 19.217690  -4.607207  -4.604329 
 19.885890  -4.625545  -4.625673 
 20.569410  -4.629793  -4.632844 
 10.914120  -1.211650  -1.209136 
 21.268420  -4.621429  -4.625862 
 21.983080  -4.601824  -4.605233 
 22.713580  -4.572243  -4.573001 
 23.460080  -4.533861  -4.532623 
 24.222760  -4.487759  -4.486734 
 25.001800  -4.434937  -4.435502 
 25.797360  -4.376314  -4.377856 
 26.609620  -4.312729  -4.313742 
 27.438760  -4.244966  -4.244839 
 28.284940  -4.173726  -4.173356 
 11.373460  -1.717802  -1.723707 
 29.148350  -4.099613  -4.100129 
 30.029150  -4.023180  -4.024421 
 30.927510  -3.944915  -3.945579 
 31.843620  -3.865254  -3.864463 
 32.777640  -3.784572  -3.782786 
 33.729750  -3.703197  -3.701462 
 34.700120  -3.621417  -3.621940 
 35.688920  -3.539509  -3.542575 
 36.696340  -3.457644  -3.456766 
 37.722530  -3.376031  -3.370636 
 11.845510  -2.168520  -2.162555 
 38.767680  -3.294831  -3.291400 
 39.831960  -3.214178  -3.215646 
 40.915540  -3.134187  -3.139002 
 42.018600  -3.054945  -3.060547 
 43.141300  -2.976527  -2.980973 
 44.283830  -2.899004  -2.901061 
 45.446350  -2.822429  -2.821544 
 46.629050  -2.746844  -2.743240 
 47.832080  -2.672281  -2.666962 
 49.055640  -2.598767  -2.593483 
 12.330440  -2.568195  -2.567605 
 50.299880  -2.526306  -2.523515 
 50.299880  -2.526306  -2.523515 
 52.689980  -2.393399  -2.403840 
 12.828420  -2.920959  -2.926533 
 13.339640  -3.230541  -3.232353 
 15.151000  -3.996278  -3.996498 
 17.329570  -4.454528  -4.452677 
 15.901310  -4.198847  -4.203104 
 21.115790  -4.624239  -4.628565 
 17.379260  -4.460907  -4.458789 
 17.293000  -4.449740  -4.448090 
 23.115220  -4.552511  -4.551960 
 26.215710  -4.343969  -4.345404 
 23.038820  -4.556436  -4.556098 
 13.864270  -3.500422  -3.496159 
 25.686980  -4.384686  -4.386184 
 24.268920  -4.484778  -4.483829 
 17.444240  -4.469022  -4.466573 
 26.986500  -4.282230  -4.282699 
 23.321290  -4.541546  -4.540525 
 26.823530  -4.295486  -4.296196 
 20.719570  -4.629002  -4.632530 
 18.990440  -4.597316  -4.593631 
 17.775000  -4.506570  -4.502734 
 16.667910  -4.354559  -4.356617 
 14.402470  -3.733809  -3.728404 
 23.761590  -4.516385  -4.514961 
 14.727880  -3.848765  -3.849771 
 15.278240  -4.026077  -4.026418 
 15.842150  -4.175448  -4.177548 
 16.419760  -4.299202  -4.302283 
 17.011240  -4.399502  -4.402115 
 17.616770  -4.478409  -4.479736 
 18.236490  -4.537856  -4.538050 
 18.870580  -4.579649  -4.579541 
 19.519200  -4.605472  -4.605959 
 20.182520  -4.616895  -4.618275 
 20.860690  -4.615375  -4.616930 
 21.553890  -4.602267  -4.602500 
 22.262280  -4.578826  -4.576542 
 22.986020  -4.546218  -4.541783 
 23.725280  -4.505518  -4.500905 
 24.480230  -4.457722  -4.454960 
 25.251020  -4.403749  -4.403311 
 26.037820  -4.344446  -4.345076 
 26.840800  -4.280588  -4.280517 
 20.203510  -4.105068  -4.112108 
 21.615550  -4.074834  -4.079676 
 23.091890  -4.012312  -4.009871 
 24.633970  -3.925115  -3.919198 
 26.243230  -3.819531  -3.823708 
 15.169770  -3.689136  -3.694497 
 16.338900  -3.900063  -3.888186 
 17.566620  -4.029788  -4.023833 
 18.854340  -4.093747  -4.096190 
